,city,country,coord,id,lat,lng,cur_date,cur_temp,cur_humidity,cur_clouds,cur_wind,max_date,max_temp,max_temp_humidity,max_temp_clouds,max_temp_wind,avg_date0,avg_date1,avg_temp,avg_humidity,avg_clouds,avg_wind
206,pointe michel,dm,"{'lon': -61.383331, 'lat': 15.25}",3575660,15.25,-61.38,1505228400,88.65,59,20,5.82,1505239200,87.22,92,68,16.49,1505239200,1505660400,82.859,96.975,61.8,12.5085
207,raudeberg,no,"{'lon': 5.1351057, 'lat': 61.9829132}",0,61.98,5.14,1505229600,56.61,72,75,6.93,1505239200,54.3,100,92,1.95,1505239200,1505660400,48.0185,98.225,51.7,2.5595
208,tessalit,ml,"{'lon': 1.01139, 'lat': 20.19861}",2449893,20.2,1.01,1505231013,105.37,19,0,9.1,1505314800,104.04,19,56,7.63,1505239200,1505660400,87.63375,24.7,5.5,5.165
209,mayo,ca,"{'lon': -135.899841, 'lat': 63.592739}",6068416,63.59,-135.9,1505228400,37.4,100,90,2.24,1505260800,51.85,67,0,4.16,1505239200,1505660400,41.0525,76.625,29.3,3.4644999999999997
210,hirara,jp,"{'lon': 125.283333, 'lat': 24.799999}",1862505,24.8,125.28,1505231067,85.84,100,92,35.05,1505239200,83.28,100,92,38.74,1505239200,1505660400,83.30699999999999,100.0,59.7,28.499249999999996
211,honiara,sb,"{'lon': 159.949997, 'lat': -9.43333}",2108502,-9.43,159.95,1505228400,75.2,88,40,4.7,1505260800,85.23,70,44,6.17,1505239200,1505660400,79.43724999999999,84.5,65.6,5.01675
212,praia da vitoria,pt,"{'lon': -27.13098, 'lat': 38.740639}",8010692,38.74,-27.13,1505228400,78.8,57,20,8.05,1505239200,76.55,100,0,7.2,1505239200,1505660400,72.69975,100.0,36.1,13.839249999999998
214,faanui,pf,"{'lon': -151.75, 'lat': -16.48333}",4034551,-16.48,-151.75,1505231068,77.38,100,8,15.97,1505293200,78.41,100,56,17.92,1505239200,1505660400,78.67425,100.0,36.6,14.607999999999999
215,mana,gf,"{'lon': -53.776901, 'lat': 5.6672}",6690694,5.67,-53.78,1505231069,93.22,52,8,3.85,1505314800,91.08,57,8,4.38,1505239200,1505660400,83.23724999999999,72.275,14.0,4.06975
217,bolgatanga,gh,"{'lon': -0.8513900000000001, 'lat': 10.78556}",2302821,10.79,-0.85,1505231070,88.27,77,0,5.41,1505314800,88.65,78,12,5.95,1505239200,1505660400,81.87825000000001,79.3,24.2,6.806750000000001
218,tiksi,ru,"{'lon': 128.869446, 'lat': 71.687218}",2015306,71.69,128.87,1505230896,34.99,99,80,3.06,1505282400,37.9,97,88,5.53,1505239200,1505660400,34.065999999999995,94.35,78.4,8.15425
219,krasnoselkup,ru,"{'lon': 82.525613, 'lat': 65.69455599999999}",0,65.69,82.53,1505231071,39.76,90,20,8.93,1505282400,44.37,90,8,10.22,1505239200,1505660400,39.55125,89.275,71.3,6.92075
220,charters towers,au,"{'lon': 145.816452, 'lat': -20.20927}",7839570,-20.21,145.82,1505231072,61.27,90,0,6.91,1505282400,82.0,47,0,10.0,1505239200,1505660400,65.6155,51.15,7.4,8.683250000000001
222,viking,ca,"{'lon': -111.76844, 'lat': 53.10014}",6174254,53.1,-111.77,1505231072,57.22,42,88,13.91,1505250000,61.59,36,92,10.2,1505239200,1505660400,47.58625,68.65,65.4,6.435
223,fort saint james,ca,"{'lon': -124.2510474, 'lat': 54.4425721}",0,54.44,-124.25,1505231073,40.03,97,0,2.51,1505250000,54.48,60,0,3.6,1505239200,1505660400,46.25175,78.525,17.6,3.2637500000000004
224,teya,ru,"{'lon': 92.626671, 'lat': 60.377781}",1489656,60.38,92.63,1505231074,47.59,94,24,4.07,1505293200,53.21,90,92,3.15,1505239200,1505660400,39.753750000000004,90.375,82.3,5.27775
225,codrington,ag,"{'lon': -61.8204456, 'lat': 17.6425736}",0,17.64,-61.82,1505228400,86.0,74,75,11.41,1505239200,85.1,100,36,15.7,1505239200,1505660400,82.18350000000001,99.875,57.5,14.37575
226,port lincoln,au,"{'lon': 135.857483, 'lat': -34.728539}",7839452,-34.73,135.86,1505231075,54.07,100,8,24.09,1505271600,55.53,91,76,26.87,1505239200,1505660400,57.16200000000001,89.025,55.3,16.79825
228,mareeba,au,"{'lon': 145.433334, 'lat': -17}",2158767,-17.0,145.43,1505228400,69.8,77,75,9.17,1505282400,79.93,49,8,9.22,1505239200,1505660400,69.51050000000001,70.0,52.6,10.308
229,babanusah,sd,"{'lon': 27.8135579, 'lat': 11.320725}",0,11.32,27.81,1505231076,91.15,60,0,4.52,1505304000,91.78,65,20,11.1,1505239200,1505660400,79.37425,83.65,28.8,5.3725000000000005
230,nueva guinea,ni,"{'lon': -84.456161, 'lat': 11.68758}",3617459,11.69,-84.46,1505231076,82.24,80,0,2.84,1505239200,89.76,61,8,3.18,1505239200,1505660400,78.384,89.95,65.4,2.31075
231,flinders,au,"{'lon': 145.016663, 'lat': -38.466671}",2166453,-38.47,145.02,1505228400,46.4,100,0,10.27,1505271600,54.99,90,36,20.49,1505239200,1505660400,50.783500000000004,95.0,64.3,15.404750000000002
235,dhone,in,"{'lon': 77.883331, 'lat': 15.41667}",1272722,15.42,77.88,1505231078,87.1,54,44,11.45,1505293200,95.6,45,8,7.07,1505239200,1505660400,81.3585,71.375,44.0,8.93225
236,nadvoitsy,ru,"{'lon': 34.316669, 'lat': 63.866669}",523662,63.87,34.32,1505231079,55.6,97,92,13.62,1505250000,60.78,93,92,8.19,1505239200,1505660400,54.286500000000004,93.375,71.3,6.15775
237,souillac,mu,"{'lon': 57.51667, 'lat': -20.51667}",933995,-20.52,57.52,1505228400,73.4,69,75,10.29,1505293200,75.26,71,76,11.1,1505239200,1505660400,72.05625,80.625,33.5,7.6905
238,guerrero negro,mx,"{'lon': -114.061111, 'lat': 27.97694}",4021858,27.98,-114.06,1505231081,69.73,94,56,5.01,1505250000,84.18,55,12,11.21,1505239200,1505660400,72.86025,78.675,18.0,8.558000000000002
239,mahbubnagar,in,"{'lon': 77.98333, 'lat': 16.73333}",1264407,16.73,77.98,1505231081,82.87,63,24,10.16,1505293200,90.2,63,36,5.17,1505239200,1505660400,78.51025,79.45,39.6,8.123250000000002
240,ust-kulom,ru,"{'lon': 53.690201, 'lat': 61.686359}",478050,61.69,53.69,1505231082,43.27,78,44,4.52,1505325600,56.38,97,92,8.68,1505239200,1505660400,52.347249999999995,94.85,78.2,6.999750000000001
241,sur,om,"{'lon': 59.528889, 'lat': 22.566669}",286245,22.57,59.53,1505231083,84.31,92,0,2.28,1505282400,87.4,84,0,6.42,1505239200,1505660400,84.106,91.8,0.0,6.10325
242,hofn,is,"{'lon': -15.2082, 'lat': 64.253868}",2630299,64.25,-15.21,1505231083,48.49,100,56,5.35,1505239200,48.63,98,76,5.41,1505239200,1505660400,49.26925,95.3,39.0,13.741750000000001
243,general roca,ar,"{'lon': -67.583328, 'lat': -39.033329}",3855065,-39.03,-67.58,1505228400,59.0,54,0,2.24,1505239200,81.45,36,0,9.89,1505239200,1505660400,49.673,41.375,7.5,8.31675
245,shingu,jp,"{'lon': 130.433334, 'lat': 33.716671}",1852109,33.72,130.43,1505228400,72.21,88,32,1.12,1505282400,77.58,85,0,8.77,1505239200,1505660400,72.5415,97.45,71.2,18.74075
247,talas,kg,"{'lon': 72.241943, 'lat': 42.522221}",1527299,42.52,72.24,1505231085,47.41,60,8,1.83,1505293200,65.09,29,8,2.59,1505239200,1505660400,51.55275,47.35,3.1,2.5564999999999998
249,neiafu,to,"{'lon': -173.983337, 'lat': -18.65}",4032420,-18.65,-173.98,1505228400,75.2,94,75,10.83,1505239200,77.16,100,88,9.44,1505239200,1505660400,76.62475,100.0,75.2,18.19925
250,san rafael del sur,ni,"{'lon': -86.438393, 'lat': 11.84854}",3616594,11.85,-86.44,1505228400,84.2,74,20,4.7,1505239200,87.1,87,100,5.64,1505239200,1505660400,79.23700000000001,91.875,63.6,3.7114999999999996
251,akora,pk,"{'lon': 72.126106, 'lat': 34.003609}",1184752,34.0,72.13,1505230200,87.8,52,20,6.93,1505293200,92.63,42,12,3.94,1505239200,1505660400,79.43175,60.95,13.2,3.53275
252,lagoa,pt,"{'lon': -8.45974, 'lat': 37.105049}",8010517,37.1,-8.46,1505230200,82.4,48,0,10.29,1505304000,84.22,46,0,2.59,1505239200,1505660400,68.15675000000002,61.3,0.0,6.803999999999999
257,altamira,br,"{'lon': -43.566669, 'lat': -19.549999}",3472492,-19.55,-43.57,1505228400,78.8,34,20,8.05,1505239200,86.97,41,0,10.89,1505239200,1505660400,66.574,66.275,15.3,8.43375
260,sentyabrskiy,ru,"{'lon': 72.19638909999999, 'lat': 60.493056}",0,60.49,72.2,1505231139,42.55,62,88,4.23,1505304000,48.04,54,80,8.75,1505239200,1505660400,42.2245,86.325,77.3,6.532500000000001
261,torbay,ca,"{'lon': -52.73135, 'lat': 47.666592}",6167817,47.67,-52.73,1505228400,57.29,100,90,5.82,1505239200,63.3,84,44,6.64,1505239200,1505660400,57.04475,93.75,42.6,10.126250000000002
262,nhulunbuy,au,"{'lon': 136.766663, 'lat': -12.23333}",2064735,-12.23,136.77,1505228400,73.4,94,32,4.7,1505271600,79.92,98,8,13.56,1505239200,1505660400,79.59949999999999,98.225,15.8,18.532
263,rodrigues alves,br,"{'lon': -73.37086959999999, 'lat': -7.881874000000001}",0,-7.88,-73.37,1505231141,81.97,87,44,3.85,1505250000,94.44,41,12,3.71,1505239200,1505660400,80.1165,85.1,31.3,3.26025
264,eureka,us,"{'lon': -124.163673, 'lat': 40.802071}",5563397,40.8,-124.16,1505230500,61.57,88,75,6.93,1505250000,74.14,85,80,5.5,1505239200,1505660400,57.724250000000005,87.85,16.0,6.630749999999999
270,khatanga,ru,"{'lon': 102.5, 'lat': 71.966667}",2022572,71.97,102.5,1505230896,38.14,82,0,11.95,1505293200,48.62,72,64,16.69,1505239200,1505660400,38.293499999999995,80.55,45.2,15.275749999999999
271,waipawa,nz,"{'lon': 175.515274, 'lat': -41.41222}",2206874,-41.41,175.52,1505228400,44.6,93,12,5.82,1505271600,58.32,79,0,16.69,1505239200,1505660400,55.50575000000001,88.175,38.8,17.729
272,kaoma,zm,"{'lon': 24.799999, 'lat': -14.78333}",913323,-14.78,24.8,1505231143,86.74,20,0,9.93,1505304000,89.17,24,0,11.65,1505239200,1505660400,73.78975,33.25,0.0,9.87125
273,burica,pa,"{'lon': -79.5388265, 'lat': 8.9933743}",0,8.99,-79.54,1505228400,86.94,70,20,4.7,1505239200,88.25,95,80,1.61,1505239200,1505660400,77.81400000000001,98.65,75.6,2.47525
274,ambilobe,mg,"{'lon': 49.049999, 'lat': -13.2}",1082243,-13.2,49.05,1505231145,81.97,39,0,16.2,1505304000,90.16,30,0,17.81,1505239200,1505660400,77.27475,56.125,14.2,8.445
275,surany,sk,"{'lon': 18.184469, 'lat': 48.086128}",3057339,48.09,18.18,1505230200,58.14,87,75,8.05,1505304000,66.22,74,0,15.79,1505239200,1505660400,57.682,85.55,58.3,9.830000000000002
276,mount gambier,au,"{'lon': 140.781906, 'lat': -37.824692}",7839440,-37.82,140.78,1505231147,53.62,95,76,9.04,1505239200,50.52,98,92,9.89,1505239200,1505660400,49.03075,85.05,57.6,7.884
278,mercedes,ar,"{'lon': -59.430679, 'lat': -34.651459}",3430708,-34.65,-59.43,1505231148,61.81,95,0,4.56,1505325600,67.54,66,8,6.78,1505239200,1505660400,56.16975,67.8,29.3,7.578
280,beloha,mg,"{'lon': 45.049999, 'lat': -25.16667}",1067565,-25.17,45.05,1505231148,83.23,29,0,11.39,1505304000,96.91,16,0,8.97,1505239200,1505660400,70.471,58.15,10.9,8.24325
281,saint george,bm,"{'lon': -64.676392, 'lat': 32.384171}",3573062,32.38,-64.68,1505228100,80.6,57,75,12.75,1505325600,81.13,100,0,16.73,1505239200,1505660400,81.1385,99.75,46.9,29.0425
283,lushunkou,cn,"{'lon': 121.261953, 'lat': 38.851705}",0,38.85,121.26,1505228400,68.0,82,0,2.24,1505282400,76.69,92,0,10.56,1505239200,1505660400,72.6695,98.475,29.3,7.386
284,tateyama,jp,"{'lon': 139.866669, 'lat': 34.98333}",1850523,34.98,139.87,1505228400,77.0,88,40,4.7,1505239200,80.85,92,44,18.84,1505239200,1505660400,75.56375,98.425,72.5,16.720499999999998
285,brae,gb,"{'lon': -1.35296, 'lat': 60.396351}",2654970,60.4,-1.35,1505229600,53.83,87,75,13.87,1505304000,53.08,100,56,10.54,1505239200,1505660400,52.5625,97.85,74.3,15.05
286,pandan,ph,"{'lon': 124.169403, 'lat': 14.0453}",1695546,14.05,124.17,1505231151,82.33,100,76,21.12,1505282400,85.41,97,76,17.27,1505239200,1505660400,83.82000000000001,98.75,54.3,8.465250000000001
290,kruisfontein,za,"{'lon': 24.731421, 'lat': -34.00333}",986717,-34.0,24.73,1505231152,65.59,80,36,9.66,1505293200,62.39,85,92,14.23,1505239200,1505660400,61.04325,90.075,57.3,10.7215
291,nouadhibou,mr,"{'lon': -17.034651, 'lat': 20.930981}",2377457,20.93,-17.03,1505228400,77.0,69,0,20.8,1505314800,89.46,46,0,11.99,1505239200,1505660400,76.70599999999999,75.5,14.3,12.849
292,agadez,ne,"{'lon': 10.25, 'lat': 19.75}",2448083,19.75,10.25,1505231153,104.83,9,0,21.41,1505304000,104.2,9,0,20.71,1505239200,1505660400,88.20075,13.875,9.4,9.6815
294,puerto ayora,ec,"{'lon': -90.351761, 'lat': -0.73931}",3652764,-0.74,-90.35,1505228400,73.4,64,75,16.11,1505239200,73.38,91,48,14.25,1505239200,1505660400,68.01849999999999,96.15,42.0,14.116249999999999
295,katobu,id,"{'lon': 122.7124903, 'lat': -4.830303199999999}",0,-4.83,122.71,1505231154,78.82,93,68,5.57,1505271600,81.54,88,92,5.28,1505239200,1505660400,79.6735,91.175,63.5,6.67825
296,umzimvubu,za,"{'lon': 28.9528645, 'lat': -30.7781755}",0,-30.78,28.95,1505231155,82.51,13,20,6.58,1505304000,83.86,13,8,7.63,1505239200,1505660400,63.98875,42.975,26.8,4.625249999999999
297,bereda,so,"{'lon': -122.4206972, 'lat': 37.7538318}",0,37.75,-122.42,1505230500,68.41,95,1,6.93,1505239200,74.08,79,44,3.85,1505239200,1505660400,63.65675000000001,79.55,13.8,6.11575
298,lebu,cl,"{'lon': -73.650002, 'lat': -37.616669}",3883457,-37.62,-73.65,1505231206,52.0,100,0,22.68,1505239200,52.23,100,0,22.3,1505239200,1505660400,50.799,99.975,22.6,19.744999999999997
299,hasaki,jp,"{'lon': 140.833328, 'lat': 35.73333}",2112802,35.73,140.83,1505228400,73.29,94,75,1.12,1505239200,75.63,94,92,11.68,1505239200,1505660400,72.626,98.05,73.2,17.992
300,yambio,sd,,0,4.57,28.4,1505231208,82.96,84,48,3.89,1505314800,76.68,95,8,5.73,1505239200,1505660400,73.14375,94.8,45.6,4.71825
301,clyde river,ca,"{'lon': -68.591431, 'lat': 70.469162}",5924351,70.47,-68.59,1505225460,33.8,100,90,5.82,1505239200,36.23,98,56,5.41,1505239200,1505660400,31.5605,99.65,60.1,9.827499999999999
302,sagua la grande,cu,"{'lon': -80.075562, 'lat': 22.806669}",3541440,22.81,-80.08,1505227800,77.0,88,75,5.82,1505325600,86.62,100,0,3.42,1505239200,1505660400,81.55775,96.475,44.8,6.53575
303,hvolsvollur,is,"{'lon': -20.22434, 'lat': 63.753311}",3415720,63.75,-20.22,1505228400,50.0,93,40,17.22,1505314800,53.28,78,0,16.24,1505239200,1505660400,50.227999999999994,93.45,48.4,14.87725
304,aksu,cn,"{'lon': 80.264442, 'lat': 41.123058}",1529660,41.12,80.26,1505231210,59.65,67,8,5.91,1505293200,72.65,58,0,4.72,1505239200,1505660400,57.47025,69.8,17.9,3.9165
305,namibe,ao,"{'lon': 12.15222, 'lat': -15.196110000000001}",3347019,-15.2,12.15,1505231211,67.66,97,0,5.23,1505304000,67.3,100,0,7.74,1505239200,1505660400,65.181,99.975,21.6,6.85425
306,katsiveli,ua,"{'lon': 33.9715074, 'lat': 44.3934152}",0,44.39,33.97,1505231211,75.94,86,0,5.23,1505304000,76.39,79,0,8.52,1505239200,1505660400,72.80625,88.7,0.0,5.4815
307,butaritari,ki,"{'lon': 172.797394, 'lat': 3.1616}",7521588,3.16,172.8,1505231212,84.94,99,68,14.41,1505282400,85.86,97,0,17.05,1505239200,1505660400,84.54675,99.325,67.0,13.117250000000002
309,rio grande,br,"{'lon': -52.09861, 'lat': -32.035}",3451138,-32.03,-52.1,1505228400,69.8,56,75,8.05,1505239200,70.25,92,92,8.66,1505239200,1505660400,62.88525,97.725,89.8,13.612
310,camacha,pt,"{'lon': -16.33333, 'lat': 33.083328}",2270385,33.08,-16.33,1505230200,78.22,69,40,14.99,1505239200,77.14,99,0,20.51,1505239200,1505660400,71.75274999999999,99.95,30.2,19.3505
312,jalu,ly,"{'lon': 21.4991334, 'lat': 29.040621}",0,29.04,21.5,1505231213,103.75,18,0,8.43,1505314800,101.25,23,0,8.52,1505239200,1505660400,84.45225,33.275,0.0,7.723750000000001
313,radovitskiy,ru,"{'lon': 39.795601, 'lat': 55.128201}",503210,55.13,39.8,1505231214,71.26,68,0,8.59,1505314800,74.79,62,64,21.72,1505239200,1505660400,64.10574999999999,73.575,29.4,14.89925
314,tasiilaq,gl,"{'lon': -37.636761, 'lat': 65.61451}",3424607,65.61,-37.64,1505227800,41.0,65,80,10.29,1505239200,40.5,96,0,10.67,1505239200,1505660400,38.317,96.2,56.3,13.68475
315,thompson,ca,"{'lon': -97.855789, 'lat': 55.7435}",6165406,55.74,-97.86,1505228400,46.4,65,75,6.93,1505250000,57.89,52,0,4.05,1505239200,1505660400,47.00150000000001,68.125,27.6,6.222250000000001
316,tchollire,cm,"{'lon': 14.1698, 'lat': 8.4022}",2221607,8.4,14.17,1505231216,90.25,62,32,6.24,1505304000,87.73,69,88,8.08,1505239200,1505660400,77.47075,84.175,50.2,4.3012500000000005
317,tarata,pe,"{'lon': -70.032784, 'lat': -17.47444}",3927774,-17.47,-70.03,1505231217,55.06,67,0,0.72,1505325600,57.37,63,36,2.98,1505239200,1505660400,45.005250000000004,64.5,13.7,1.87975
318,gambela,et,"{'lon': 34.583328, 'lat': 8.25}",337405,8.25,34.58,1505231217,75.49,78,8,2.73,1505304000,73.33,86,68,2.04,1505239200,1505660400,67.258,89.45,50.7,3.258
319,coahuayana,mx,"{'lon': -103.658333, 'lat': 18.700001}",4025994,18.7,-103.66,1505231218,82.24,98,8,4.23,1505239200,84.9,91,0,6.2,1505239200,1505660400,80.50150000000001,98.5,51.7,5.8085
321,omsukchan,ru,"{'lon': 155.800003, 'lat': 62.533329}",2122493,62.53,155.8,1505231218,27.97,75,0,4.9,1505260800,35.1,61,88,11.54,1505239200,1505660400,26.569000000000006,67.225,54.0,5.42525
322,muswellbrook,au,"{'lon': 150.698395, 'lat': -32.489349}",7839754,-32.49,150.7,1505231219,52.81,56,0,6.91,1505271600,78.12,44,20,13.22,1505239200,1505660400,54.75025000000001,61.425,12.3,8.69425
324,klaksvik,fo,"{'lon': -6.58901, 'lat': 62.226551}",2618795,62.23,-6.59,1505229600,51.8,93,24,9.17,1505239200,51.01,99,36,5.64,1505239200,1505660400,50.37075,98.475,76.1,18.089499999999997
325,arona,es,"{'lon': -16.690451, 'lat': 28.037661}",6360622,28.04,-16.69,1505230200,75.06,61,20,18.34,1505325600,77.71,66,0,4.76,1505239200,1505660400,72.1225,85.0,16.7,2.9595
327,mys shmidta,ru,"{'lon': -179.4311219, 'lat': 68.884224}",0,68.88,-179.43,1505231221,34.09,100,24,7.54,1505271600,37.98,100,88,16.69,1505239200,1505660400,37.07425,100.0,67.4,17.25375
328,vestmanna,fo,"{'lon': -7.16639, 'lat': 62.156391}",2610343,62.16,-7.17,1505229600,51.8,93,56,9.17,1505239200,50.86,100,44,6.53,1505239200,1505660400,50.33,99.025,78.2,18.833000000000002
329,te anau,nz,"{'lon': 167.716675, 'lat': -45.416672}",2181625,-45.42,167.72,1505231082,29.86,92,44,2.84,1505271600,48.33,95,92,9.42,1505239200,1505660400,42.51675,92.85,68.2,4.3015
330,erzin,ru,"{'lon': 95.1623, 'lat': 50.261002}",1506938,50.26,95.16,1505231223,58.39,38,92,7.31,1505271600,56.97,36,88,9.42,1505239200,1505660400,43.826499999999996,50.725,26.6,4.511
331,haines junction,ca,"{'lon': -137.510818, 'lat': 60.752159}",5969025,60.75,-137.51,1505231223,20.23,89,0,2.06,1505260800,49.32,51,0,2.82,1505239200,1505660400,35.794,74.3,32.6,2.4539999999999997
332,ponta do sol,cv,"{'lon': -25.091921, 'lat': 17.199421}",3374346,17.2,-25.09,1505231276,79.54,100,0,15.64,1505325600,79.6,100,8,16.84,1505239200,1505660400,79.86224999999999,98.45,24.8,14.2005
333,beringovskiy,ru,"{'lon': 179.316666, 'lat': 63.049999}",2126710,63.05,179.32,1505231277,40.84,100,32,17.83,1505271600,43.74,100,44,7.96,1505239200,1505660400,39.436749999999996,100.0,28.5,15.654000000000002
334,westport,nz,"{'lon': 171.603699, 'lat': -41.752621}",2206900,-41.75,171.6,1505231277,46.15,100,92,2.28,1505304000,50.38,100,92,2.15,1505239200,1505660400,49.597500000000004,99.475,90.8,4.185
335,vestmannaeyjar,is,"{'lon': -20.27339, 'lat': 63.44273}",3412093,63.44,-20.27,1505228400,50.0,93,40,17.22,1505314800,53.28,78,0,16.24,1505239200,1505660400,50.227999999999994,93.45,48.4,14.87725
336,nizhniy tsasuchey,ru,"{'lon': 115.133331, 'lat': 50.51667}",2019118,50.52,115.13,1505231278,41.02,80,0,4.79,1505293200,64.01,62,0,9.08,1505239200,1505660400,54.93025,77.75,42.0,8.19125
337,olenegorsk,ru,"{'lon': 33.299999, 'lat': 68.150002}",515698,68.15,33.3,1505231279,47.86,91,36,4.0,1505304000,44.62,96,92,7.4,1505239200,1505660400,43.00975,95.475,68.4,6.64725
338,taguatinga,br,"{'lon': -46.571098, 'lat': -12.38568}",6319623,-12.39,-46.57,1505231280,88.0,32,0,13.91,1505325600,91.66,28,0,14.5,1505239200,1505660400,78.83399999999999,39.35,0.5,13.655000000000001
340,sierra vista,us,"{'lon': -110.303688, 'lat': 31.554541}",5314328,31.55,-110.3,1505228280,76.12,29,1,2.28,1505239200,102.56,21,0,3.74,1505239200,1505660400,70.9125,60.875,12.3,4.27925
341,olmos,pe,"{'lon': -79.745277, 'lat': -5.98472}",3694256,-5.98,-79.75,1505231282,75.49,69,0,3.4,1505239200,81.93,62,12,3.62,1505239200,1505660400,68.554,81.025,30.6,3.1295
342,coos bay,us,"{'lon': -124.217888, 'lat': 43.366501}",5720495,43.37,-124.22,1505229780,52.54,100,90,4.7,1505250000,71.57,70,0,5.73,1505239200,1505660400,56.529500000000006,83.85,31.7,4.19025
343,ancud,cl,"{'lon': -73.820282, 'lat': -41.86972}",3899695,-41.87,-73.82,1505231283,48.4,89,92,5.79,1505239200,49.17,92,92,7.09,1505239200,1505660400,43.86475,86.475,46.6,5.537750000000001
344,crixas,br,"{'lon': -49.96917, 'lat': -14.54889}",3465145,-14.55,-49.97,1505231283,91.42,33,0,15.3,1505239200,93.63,29,0,10.45,1505239200,1505660400,78.81824999999999,37.15,0.2,10.699000000000002
345,xining,cn,"{'lon': 101.76667, 'lat': 36.616669}",1788852,36.62,101.77,1505231284,52.54,90,88,2.62,1505293200,64.01,56,36,3.6,1505239200,1505660400,51.37975,85.175,70.7,2.96125
346,pokhara,np,"{'lon': 83.98333, 'lat': 28.233334}",1282898,28.23,83.98,1505231223,61.09,72,32,3.11,1505282400,74.35,64,36,2.73,1505239200,1505660400,67.3075,65.85,31.3,2.6377499999999996
347,dajal,pk,"{'lon': 70.376152, 'lat': 29.557671}",1180752,29.56,70.38,1505231285,85.57,56,8,3.78,1505293200,97.22,51,0,5.06,1505239200,1505660400,84.241,60.875,9.1,3.5555
348,lodja,cd,"{'lon': 23.433331, 'lat': -3.48333}",211647,-3.48,23.43,1505231285,78.37,84,20,4.52,1505293200,83.99,81,12,3.38,1505239200,1505660400,76.06875,88.075,26.4,2.6567499999999997
349,oktyabrskiy,ru,"{'lon': 53.471030999999996, 'lat': 54.481468}",515879,54.48,53.47,1505231286,64.15,85,92,12.39,1505304000,70.54,83,0,7.96,1505239200,1505660400,60.579750000000004,83.525,21.0,8.47025
352,banjar,id,"{'lon': 114.967499, 'lat': -8.19}",1650232,-8.19,114.97,1505230200,78.8,78,40,8.05,1505282400,82.9,66,36,2.95,1505239200,1505660400,76.5945,84.025,36.1,2.4
356,kaffrine,sn,"{'lon': -15.5508, 'lat': 14.10594}",2251007,14.11,-15.55,1505228400,95.0,53,40,9.17,1505239200,95.27,75,8,4.41,1505239200,1505660400,83.11925,81.3,15.3,8.17625
357,pangody,ru,"{'lon': 74.485931, 'lat': 65.850021}",1495626,65.85,74.49,1505231288,39.31,78,68,5.91,1505293200,42.59,75,80,11.21,1505239200,1505660400,37.43875,80.775,57.1,6.761500000000001
358,kathu,za,"{'lon': 23.04929, 'lat': -27.69569}",991664,-27.7,23.05,1505231288,88.99,11,0,18.54,1505304000,90.07,13,0,14.45,1505239200,1505660400,72.34049999999999,27.075,11.8,9.139
359,chara,ru,"{'lon': 118.263062, 'lat': 56.906391}",2025630,56.91,118.26,1505231289,26.98,88,0,1.28,1505282400,50.13,61,0,2.39,1505239200,1505660400,40.00575,85.1,34.3,2.1985
360,makat,kz,"{'lon': 53.3301869, 'lat': 47.6441255}",0,47.64,53.33,1505231290,66.49,21,0,5.41,1505304000,84.22,21,0,11.1,1505239200,1505660400,71.175,32.075,1.9,7.082249999999999
361,gueret,fr,"{'lon': 1.86667, 'lat': 46.166672}",6447740,46.17,1.87,1505230200,60.8,67,20,9.17,1505314800,64.89,93,88,19.04,1505239200,1505660400,53.55,91.75,71.7,10.37225
363,gasa,bt,"{'lon': 89.708862, 'lat': 27.91313}",7303651,27.91,89.71,1505231291,32.29,81,56,1.99,1505293200,40.52,95,80,2.15,1505239200,1505660400,35.301,87.75,36.2,1.6960000000000002
365,alekseyevka,kz,"{'lon': 85.7297001, 'lat': 48.4246612}",0,48.42,85.73,1505231292,44.35,100,76,11.68,1505293200,42.41,92,64,3.15,1505239200,1505660400,40.3365,91.675,13.5,3.2612499999999995
366,bafra,tr,"{'lon': 35.90694, 'lat': 41.56778}",751335,41.57,35.91,1505231292,86.74,51,0,3.74,1505293200,83.45,50,0,2.93,1505239200,1505660400,70.32225,77.4,1.7,3.15975
367,bathsheba,bb,"{'lon': -59.51667, 'lat': 13.21667}",3374083,13.22,-59.52,1505228400,87.8,79,75,5.82,1505239200,86.23,100,88,13.47,1505239200,1505660400,83.6375,99.9,59.2,12.524000000000001
368,anloga,gh,"{'lon': 0.8972800000000001, 'lat': 5.79473}",2304548,5.79,0.9,1505228400,82.4,78,40,13.87,1505314800,84.33,74,20,11.43,1505239200,1505660400,77.6395,84.9,54.9,9.95275
369,orange cove,us,"{'lon': -119.313728, 'lat': 36.62439}",5379533,36.62,-119.31,1505230500,72.68,78,1,4.7,1505260800,91.89,42,0,4.05,1505239200,1505660400,69.5045,54.55,1.8,3.5662499999999993
370,cidreira,br,"{'lon': -50.205559, 'lat': -30.18111}",3466165,-30.18,-50.21,1505231346,61.99,100,92,6.42,1505314800,71.28,97,44,8.75,1505239200,1505660400,66.29275,93.625,82.4,10.654250000000001
371,nelson bay,au,"{'lon': 152.149994, 'lat': -32.716671}",2155562,-32.72,152.15,1505230200,57.2,71,8,6.93,1505293200,74.81,77,8,15.79,1505239200,1505660400,63.50825,97.225,34.3,23.22225
