,city,country,coord,id,lat,lng,cur_date,cur_temp,cur_humidity,cur_clouds,cur_wind,max_date,max_temp,max_temp_humidity,max_temp_clouds,max_temp_wind,avg_date0,avg_date1,avg_temp,avg_humidity,avg_clouds,avg_wind
517,leshukonskoye,ru,"{'lon': 45.762199, 'lat': 64.898941}",535839,64.9,45.76,1505231630,42.82,87,68,3.78,1505304000,50.29,100,92,4.38,1505239200,1505660400,49.90575,95.625,85.0,5.109
518,itacoatiara,br,"{'lon': -58.444172, 'lat': -3.14306}",3397893,-3.14,-58.44,1505228400,87.8,70,20,4.7,1505239200,98.06,49,0,3.85,1505239200,1505660400,85.221,64.65,20.3,4.98325
519,port keats,au,"{'lon': 129.550003, 'lat': -14.25}",2063039,-14.25,129.55,1505231631,72.34,96,0,4.52,1505282400,89.01,61,0,6.64,1505239200,1505660400,80.3235,57.5,0.7,11.379
520,lompoc,us,"{'lon': -120.457939, 'lat': 34.639149}",5367788,34.64,-120.46,1505229060,64.78,93,90,4.7,1505250000,72.95,77,0,4.83,1505239200,1505660400,63.90725,83.525,20.1,7.6095
521,iqaluit,ca,"{'lon': -68.514488, 'lat': 63.750591}",5983720,63.75,-68.51,1505230440,35.6,93,90,21.92,1505325600,38.65,99,92,2.08,1505239200,1505660400,36.638999999999996,93.725,72.4,10.0585
522,vila franca do campo,pt,"{'lon': -25.42914, 'lat': 37.73661}",8010690,37.74,-25.43,1505230200,75.2,69,75,6.93,1505239200,74.77,100,12,9.33,1505239200,1505660400,72.056,100.0,52.5,11.41825
524,yulara,au,"{'lon': 130.988907, 'lat': -25.240601}",6355222,-25.24,130.99,1505228400,66.2,28,0,8.05,1505282400,78.48,16,0,16.93,1505239200,1505660400,62.238249999999994,25.675,5.3,8.5965
525,erenhot,cn,"{'lon': 111.977943, 'lat': 43.653169}",0,43.65,111.98,1505231634,53.62,56,0,2.77,1505282400,83.61,28,68,7.09,1505239200,1505660400,61.8735,63.75,36.0,9.628499999999999
526,faya,td,"{'lon': 19.1107114, 'lat': 17.9236623}",0,17.92,19.11,1505231634,106.81,10,0,15.3,1505304000,111.58,10,0,17.69,1505239200,1505660400,96.4335,14.5,27.0,12.44075
527,edd,er,"{'lon': 41.692501, 'lat': 13.92972}",338345,13.93,41.69,1505231635,97.9,18,8,5.91,1505304000,104.02,16,0,4.61,1505239200,1505660400,86.349,41.1,23.6,3.1475
528,ixtapa,mx,"{'lon': -105.199997, 'lat': 20.700001}",4004293,20.7,-105.2,1505228040,82.4,83,5,2.84,1505250000,93.7,53,0,3.71,1505239200,1505660400,78.0995,78.35,32.7,2.3475
531,muscat,om,"{'lon': 58.592201, 'lat': 23.613871}",287286,23.61,58.59,1505227800,86.0,84,0,5.82,1505304000,88.72,71,0,2.93,1505239200,1505660400,82.56725,80.325,0.4,3.6114999999999995
532,christchurch,nz,"{'lon': 172.633331, 'lat': -43.533329}",2192362,-43.53,172.63,1505230200,37.4,100,90,1.12,1505271600,55.17,82,24,5.17,1505239200,1505660400,52.84100000000001,80.75,40.7,9.82075
533,iracoubo,gf,"{'lon': -53.205601, 'lat': 5.48}",6690691,5.48,-53.21,1505231637,88.9,62,32,5.75,1505325600,90.13,57,0,7.11,1505239200,1505660400,82.96275,72.6,15.1,6.05575
535,dondo,mz,"{'lon': 34.743061, 'lat': -19.60944}",1024696,-19.61,34.74,1505228400,77.0,78,20,12.75,1505304000,82.96,72,0,3.38,1505239200,1505660400,72.0845,81.725,9.1,6.297500000000001
536,juneau,us,"{'lon': -88.705101, 'lat': 43.405548}",5258190,43.41,-88.71,1505229300,68.0,68,1,2.21,1505250000,77.85,75,0,4.5,1505239200,1505660400,68.26025,73.2,4.0,6.66425
538,pisco,pe,"{'lon': -76.216667, 'lat': -13.7}",3932145,-13.7,-76.22,1505228400,64.4,72,40,9.17,1505239200,72.43,78,8,7.99,1505239200,1505660400,62.35525,83.8,6.0,6.659000000000001
539,kushima,jp,"{'lon': 131.233337, 'lat': 31.45833}",1895695,31.46,131.23,1505231638,83.05,100,88,3.06,1505239200,80.31,100,100,8.21,1505239200,1505660400,79.086,100.0,74.0,24.482
540,dzhusaly,kz,"{'lon': 58.2691484, 'lat': 50.6602258}",0,50.66,58.27,1505228400,68.0,45,40,20.13,1505304000,72.43,48,0,16.02,1505239200,1505660400,63.52975,61.625,7.9,9.5255
541,saint anthony,ca,"{'lon': -120.8513913, 'lat': 37.6016065}",0,37.6,-120.85,1505230500,73.36,53,1,2.89,1505260800,91.13,38,20,4.38,1505239200,1505660400,68.697,51.375,6.3,5.520249999999999
542,cheuskiny,ru,,0,61.1,72.6,1505228400,39.2,74,76,4.47,1505293200,48.44,64,80,15.23,1505239200,1505660400,42.25699999999999,90.075,68.8,9.870999999999999
543,kavieng,pg,"{'lon': 150.796692, 'lat': -2.57444}",2094342,-2.57,150.8,1505231641,80.44,100,64,5.75,1505314800,81.81,100,56,5.73,1505239200,1505660400,80.54425,100.0,67.9,5.6015
544,cam ranh,vn,"{'lon': 109.159126, 'lat': 11.92144}",1586350,11.92,109.16,1505231403,78.82,100,80,4.79,1505271600,85.14,85,56,2.04,1505239200,1505660400,81.5745,92.175,52.5,5.9185
545,vilcun,cl,"{'lon': -72.23333, 'lat': -38.650002}",3868210,-38.65,-72.23,1505231696,53.71,55,0,2.55,1505239200,58.08,55,0,4.41,1505239200,1505660400,38.3655,71.025,18.8,4.05
546,nesbyen,no,"{'lon': 9.10274, 'lat': 60.568089}",3144733,60.57,9.1,1505231635,45.97,97,92,2.77,1505304000,48.22,83,76,2.71,1505239200,1505660400,43.1245,87.475,55.1,2.32
547,ilulissat,gl,"{'lon': -51.099998, 'lat': 69.216667}",3423146,69.22,-51.1,1505227800,37.4,55,75,9.17,1505239200,38.75,98,12,3.51,1505239200,1505660400,37.8,98.15,78.5,4.1362499999999995
548,nigde,tr,"{'lon': 34.75, 'lat': 37.833328}",303826,37.83,34.75,1505231698,78.37,20,0,3.85,1505304000,85.57,17,0,3.49,1505239200,1505660400,64.317,48.375,4.1,2.16175
550,shegaon,in,"{'lon': 76.683327, 'lat': 20.783331}",1256620,20.78,76.68,1505231698,81.79,85,88,4.23,1505293200,90.11,78,20,4.5,1505239200,1505660400,80.14574999999999,87.5,35.2,4.295999999999999
551,ternate,id,"{'lon': 127.400002, 'lat': 0.8}",1624041,0.8,127.4,1505231699,74.77,100,92,5.86,1505325600,80.95,100,92,7.11,1505239200,1505660400,80.292,100.0,78.3,7.628749999999999
552,bubaque,gw,"{'lon': -15.83333, 'lat': 11.28333}",2374583,11.28,-15.83,1505228400,89.6,66,75,5.82,1505239200,88.41,100,20,5.75,1505239200,1505660400,81.20375,99.35,60.9,11.029250000000001
553,sulangan,ph,"{'lon': 123.722801, 'lat': 11.1373}",1685422,11.14,123.72,1505231700,84.94,100,56,16.2,1505293200,86.42,97,36,10.98,1505239200,1505660400,84.70899999999999,99.75,48.7,9.346250000000001
556,kalmunai,lk,"{'lon': 81.816673, 'lat': 7.41667}",1242110,7.42,81.82,1505231700,78.19,93,20,12.28,1505304000,78.55,95,76,5.95,1505239200,1505660400,79.23225,90.525,65.7,7.508249999999999
557,okha,ru,"{'lon': 142.947784, 'lat': 53.573891}",2122614,53.57,142.95,1505231701,44.8,100,0,3.22,1505271600,58.32,82,88,7.18,1505239200,1505660400,55.55125,86.75,52.6,7.457499999999999
558,boguchany,ru,"{'lon': 97.453056, 'lat': 58.38139}",1509844,58.38,97.45,1505231702,53.89,97,8,4.23,1505282400,60.85,75,92,7.31,1505239200,1505660400,45.5455,90.05,77.5,8.087250000000001
559,ambon,id,"{'lon': 128.181396, 'lat': -3.69543}",1651531,-3.7,128.18,1505231702,77.65,100,92,6.13,1505282400,79.39,97,88,5.53,1505239200,1505660400,77.7115,99.45,88.2,7.46975
560,suna,ru,"{'lon': 50.058842, 'lat': 57.83379}",486236,57.83,50.06,1505231703,56.32,93,44,7.58,1505304000,68.56,90,24,12.44,1505239200,1505660400,56.855999999999995,87.575,41.3,11.38425
561,porto novo,cv,"{'lon': -25.064711, 'lat': 17.01969}",3374336,17.02,-25.06,1505228400,87.8,62,40,21.92,1505239200,87.12,87,0,9.78,1505239200,1505660400,80.17625000000001,97.4,29.2,13.20675
562,moranbah,au,"{'lon': 148.046616, 'lat': -22.001631}",6533368,-22.0,148.05,1505231704,58.39,89,0,7.92,1505282400,87.12,29,0,9.22,1505239200,1505660400,66.0495,46.8,6.7,9.18425
563,macaboboni,ph,"{'lon': 119.7802409, 'lat': 16.1952956}",0,16.2,119.78,1505231705,78.73,100,100,11.27,1505271600,81.09,100,68,23.73,1505239200,1505660400,79.23700000000001,99.75,80.8,13.01725
564,riyadh,sa,"{'lon': 46.721851, 'lat': 24.687731}",108410,24.69,46.72,1505228400,102.2,12,0,5.82,1505304000,106.99,11,0,9.08,1505239200,1505660400,87.40975,19.425,0.5,5.937
565,sangar,ru,"{'lon': 127.473892, 'lat': 63.924171}",2017215,63.92,127.47,1505231706,43.45,80,20,4.12,1505282400,53.37,63,32,3.4,1505239200,1505660400,42.9015,84.225,43.7,4.0615000000000006
566,kawalu,id,"{'lon': 108.208199, 'lat': -7.3817}",1640902,-7.38,108.21,1505231707,59.65,92,12,2.06,1505282400,83.97,47,32,2.62,1505239200,1505660400,69.58874999999999,81.65,33.4,2.09925
567,ede,nl,"{'lon': 5.65833, 'lat': 52.033329}",2756429,52.03,5.66,1505229900,62.96,59,75,13.87,1505239200,61.11,71,64,13.8,1505239200,1505660400,54.92,90.425,61.1,12.70375
568,yanan,cn,"{'lon': 109.489757, 'lat': 36.585445}",0,36.59,109.49,1505231708,56.86,88,0,7.25,1505282400,71.1,57,20,12.68,1505239200,1505660400,61.3605,79.775,57.2,5.79275
569,bemidji,us,"{'lon': -94.88028, 'lat': 47.47356}",5017822,47.47,-94.88,1505229300,70.36,68,1,9.17,1505250000,82.96,60,0,15.35,1505239200,1505660400,70.63,78.025,27.2,11.583250000000001
570,mahibadhoo,mv,"{'lon': 72.966667, 'lat': 3.7833300000000003}",1337605,3.78,72.97,1505231709,81.97,100,92,21.41,1505239200,82.11,100,92,19.84,1505239200,1505660400,81.52975,99.925,79.1,12.452
571,la seyne-sur-mer,fr,"{'lon': 5.88472, 'lat': 43.098179}",3006414,43.1,5.88,1505230200,77.05,27,0,16.11,1505304000,73.87,55,0,15.68,1505239200,1505660400,63.175749999999994,75.275,18.3,12.718250000000001
573,bilibino,ru,"{'lon': 166.43721, 'lat': 68.054642}",2126682,68.05,166.44,1505231710,29.68,75,68,6.91,1505271600,34.29,72,88,6.62,1505239200,1505660400,29.73,79.85,86.3,5.385250000000001
574,grand centre,ca,"{'lon': -110.2136806, 'lat': 54.4131673}",0,54.41,-110.21,1505228400,53.33,66,40,10.29,1505250000,62.84,41,92,7.29,1505239200,1505660400,50.21975,61.75,57.3,5.8165000000000004
575,doha,kw,"{'lon': 47.8155695, 'lat': 29.3155169}",0,29.32,47.82,1505228400,104.0,24,5,5.82,1505304000,107.35,32,0,17.13,1505239200,1505660400,94.26475,55.475,0.2,8.530000000000001
576,ulladulla,au,"{'lon': 150.466675, 'lat': -35.349998}",2145554,-35.35,150.47,1505228400,55.4,54,0,11.68,1505271600,70.56,66,0,16.24,1505239200,1505660400,59.50450000000001,86.65,17.1,16.758249999999997
577,mitu,co,"{'lon': -70.173332, 'lat': 1.19833}",3674676,1.2,-70.17,1505231712,83.77,78,56,2.89,1505325600,91.93,62,12,2.42,1505239200,1505660400,77.81949999999999,87.975,40.9,2.60025
578,maldonado,uy,"{'lon': -54.950001, 'lat': -34.900002}",3441894,-34.9,-54.95,1505228400,60.8,63,0,10.29,1505239200,61.27,100,0,4.18,1505239200,1505660400,54.8405,98.45,47.9,9.2755
579,nizhniy kuranakh,ru,"{'lon': 125.486938, 'lat': 58.835281}",2019135,58.84,125.49,1505231766,40.75,91,0,2.51,1505282400,59.94,63,0,3.4,1505239200,1505660400,49.27575,79.25,36.9,3.93275
580,azare,ng,"{'lon': 10.1948, 'lat': 11.6765}",2348595,11.68,10.19,1505231767,81.52,81,24,5.3,1505304000,93.13,61,8,10.2,1505239200,1505660400,79.28425,78.55,30.3,7.691250000000001
581,tromso,no,"{'lon': 18.95702, 'lat': 69.649612}",6453316,69.65,18.96,1505229600,57.2,67,75,4.7,1505239200,54.52,77,76,4.07,1505239200,1505660400,45.44975,91.7,47.2,2.37925
583,uk,ru,"{'lon': 98.858597, 'lat': 55.078999}",1488616,55.08,98.86,1505231768,55.15,76,12,4.85,1505282400,70.11,54,20,4.41,1505239200,1505660400,52.302,62.6,52.5,6.88575
584,tarudant,ma,"{'lon': -8.8748765, 'lat': 30.4727126}",0,30.47,-8.87,1505230200,78.8,54,0,13.87,1505314800,85.5,57,0,2.37,1505239200,1505660400,71.88300000000001,69.125,40.9,2.79425
585,izhma,ru,"{'lon': 53.911282, 'lat': 65.008331}",554830,65.01,53.91,1505231769,39.13,78,12,3.4,1505304000,40.93,100,92,5.06,1505239200,1505660400,42.15475,94.475,82.0,5.396
586,genhe,cn,"{'lon': 121.51667, 'lat': 50.783329}",2037252,50.78,121.52,1505231769,37.87,88,12,5.23,1505282400,53.19,70,44,8.88,1505239200,1505660400,50.335499999999996,84.25,39.2,4.90225
587,hami,cn,"{'lon': 93.449997, 'lat': 42.799999}",1529484,42.8,93.45,1505231770,70.99,41,80,1.54,1505293200,81.29,43,80,5.39,1505239200,1505660400,65.61099999999999,44.4,23.1,4.675749999999999
588,cabedelo,br,"{'lon': -34.833889, 'lat': -6.98111}",3404558,-6.98,-34.83,1505228400,84.2,58,75,19.46,1505239200,82.74,84,56,17.49,1505239200,1505660400,78.346,89.95,72.0,17.482999999999997
589,sao gabriel da cachoeira,br,"{'lon': -67.089172, 'lat': -0.13028}",3662342,-0.13,-67.09,1505231771,86.65,79,56,2.89,1505239200,87.6,73,92,2.73,1505239200,1505660400,79.90725,85.4,42.8,2.59575
590,kerteh,my,"{'lon': 103.4430001, 'lat': 4.507893999999999}",0,4.51,103.44,1505228400,77.0,94,76,3.11,1505282400,86.95,77,0,3.85,1505239200,1505660400,78.449,87.525,47.9,4.20325
591,piacabucu,br,"{'lon': -36.434441, 'lat': -10.40556}",3454005,-10.41,-36.43,1505231772,80.71,70,76,16.2,1505239200,76.8,73,92,15.37,1505239200,1505660400,73.55575000000002,89.0,83.4,12.7155
592,najran,sa,"{'lon': 44.127659, 'lat': 17.492399}",103630,17.49,44.13,1505228400,93.2,16,0,9.17,1505304000,95.92,15,0,10.2,1505239200,1505660400,81.1025,21.375,16.7,5.73275
593,dali,cn,"{'lon': 100.183327, 'lat': 25.700001}",1814093,25.7,100.18,1505231773,65.14,82,88,2.21,1505293200,75.53,61,68,2.59,1505239200,1505660400,65.08675000000001,89.825,67.6,1.86025
595,velez-malaga,es,"{'lon': -4.12321, 'lat': 36.760712}",6359498,36.76,-4.12,1505230200,88.84,65,0,6.93,1505239200,83.48,85,0,7.09,1505239200,1505660400,74.511,85.775,2.4,8.222
597,winnemucca,us,"{'lon': -117.73568, 'lat': 40.972961}",5710360,40.97,-117.74,1505228160,68.0,60,75,8.05,1505250000,90.05,27,32,1.81,1505239200,1505660400,53.46925,60.125,34.9,3.0564999999999998
598,saint-andre-les-vergers,fr,"{'lon': 4.05, 'lat': 48.283329}",6426546,48.28,4.05,1505230200,64.4,63,32,14.99,1505325600,65.47,86,92,23.67,1505239200,1505660400,53.97525,89.4,65.5,11.019749999999998
600,gayny,ru,"{'lon': 54.32412, 'lat': 60.307072}",561698,60.31,54.32,1505231775,44.44,78,76,5.57,1505325600,55.75,94,92,10.58,1505239200,1505660400,53.674749999999996,90.025,69.3,10.32975
601,tilichiki,ru,"{'lon': 166.100006, 'lat': 60.466671}",2120591,60.47,166.1,1505231775,31.75,77,0,4.07,1505271600,46.44,67,76,8.86,1505239200,1505660400,34.509,76.525,15.3,5.10175
602,tevaitoa,pf,"{'lon': -151.5, 'lat': -16.783331}",4033375,-16.78,-151.5,1505231776,76.21,100,8,15.7,1505293200,78.23,100,76,15.12,1505239200,1505660400,78.042,99.975,40.1,13.230250000000002
603,saint-ambroise,ca,"{'lon': -71.315781, 'lat': 48.550091}",6137384,48.55,-71.32,1505228400,65.41,63,75,11.41,1505325600,71.59,57,0,9.8,1505239200,1505660400,56.93150000000001,79.8,37.5,4.9615
605,karaul,ru,"{'lon': 83.23083489999999, 'lat': 70.070114}",0,70.07,83.23,1505231777,41.56,89,92,10.16,1505293200,43.76,100,88,3.83,1505239200,1505660400,39.778499999999994,94.875,74.5,10.367500000000001
606,marawi,sd,"{'lon': 31.816669, 'lat': 18.48333}",370481,18.48,31.82,1505231778,98.71,31,80,4.63,1505304000,103.03,35,8,4.38,1505239200,1505660400,92.01475,37.5,30.3,5.641
607,marcona,pe,"{'lon': -75.0844757, 'lat': -15.3439659}",0,-15.34,-75.08,1505231778,57.76,100,92,15.7,1505325600,59.35,96,88,26.13,1505239200,1505660400,57.89775000000001,98.9,88.0,18.151
608,berlin,us,"{'lon': -88.943451, 'lat': 43.96804}",5245497,43.97,-88.94,1505230500,68.81,64,1,4.7,1505250000,78.59,73,0,3.94,1505239200,1505660400,70.03999999999999,69.7,5.1,7.76575
614,zachagansk,kz,,0,51.23,51.37,1505228400,71.6,37,0,8.95,1505304000,79.9,26,0,11.21,1505239200,1505660400,67.48400000000001,59.275,8.2,7.304750000000001
615,berlevag,no,"{'lon': 29.0853, 'lat': 70.858093}",780686,70.86,29.09,1505227800,51.89,87,40,14.99,1505239200,48.45,92,76,11.45,1505239200,1505660400,44.111000000000004,97.4,72.7,16.026249999999997
617,kavaratti,in,"{'lon': 72.642029, 'lat': 10.56688}",1267390,10.57,72.64,1505231729,82.33,100,0,6.87,1505239200,82.02,100,20,5.64,1505239200,1505660400,78.85875,100.0,85.7,20.182
618,enshi,cn,"{'lon': 109.48333, 'lat': 30.299999}",1811720,30.3,109.48,1505231781,59.47,86,8,1.72,1505293200,78.86,43,36,2.93,1505239200,1505660400,68.06775,66.25,18.7,2.255
619,tunduru,tz,"{'lon': 37.4681396, 'lat': -10.9737899}",0,-10.97,37.47,1505231781,79.27,31,12,7.58,1505304000,83.05,35,0,7.96,1505239200,1505660400,71.19749999999999,49.175,1.3,5.336499999999999
620,louisbourg,ca,"{'lon': -59.9713119, 'lat': 45.9221352}",0,45.92,-59.97,1505228400,57.2,93,75,11.41,1505325600,63.76,93,8,15.84,1505239200,1505660400,61.577,93.725,36.2,9.871500000000001
621,tanout,ne,"{'lon': 8.88786, 'lat': 14.97089}",2439155,14.97,8.89,1505231837,102.85,21,0,8.37,1505314800,102.06,16,0,1.92,1505239200,1505660400,87.73724999999999,32.95,21.3,7.086500000000001
622,port hueneme,us,"{'lon': -119.195107, 'lat': 34.147781}",5384339,34.15,-119.2,1505228160,68.76,83,90,5.82,1505250000,72.55,91,0,4.72,1505239200,1505660400,65.9605,96.175,11.6,4.3935
623,vardo,no,"{'lon': 31.10866, 'lat': 70.370399}",6453313,70.37,31.11,1505227800,50.0,93,75,8.05,1505239200,49.42,97,92,15.82,1505239200,1505660400,47.02325,99.65,69.1,23.0195
625,ekhabi,ru,"{'lon': 142.96743, 'lat': 53.50858299999999}",0,53.51,142.97,1505231839,44.8,100,0,3.22,1505271600,58.32,82,88,7.18,1505239200,1505660400,55.55125,86.75,52.6,7.457499999999999
626,yumen,cn,"{'lon': 97.199997, 'lat': 40.283329}",1528998,40.28,97.2,1505231839,62.53,57,100,12.12,1505293200,75.44,33,0,4.38,1505239200,1505660400,62.091750000000005,46.475,22.7,7.72075
627,katsuura,jp,"{'lon': 140.300003, 'lat': 35.133331}",2112309,35.13,140.3,1505228400,77.0,88,40,4.7,1505271600,80.82,74,12,7.85,1505239200,1505660400,72.7435,91.875,67.6,12.175999999999998
628,sistranda,no,"{'lon': 8.83402, 'lat': 63.725552}",3139597,63.73,8.83,1505229600,64.4,52,40,14.99,1505239200,58.89,87,56,9.78,1505239200,1505660400,52.78275000000001,98.55,73.2,4.9365
629,toppenish,us,"{'lon': -120.30867, 'lat': 46.37735}",5813747,46.38,-120.31,1505227980,57.2,67,20,4.7,1505250000,86.09,45,12,3.15,1505239200,1505660400,55.1365,74.375,50.5,3.7980000000000005
630,ketchikan,us,"{'lon': -131.646103, 'lat': 55.34222}",5554428,55.34,-131.65,1505228160,45.57,100,40,3.36,1505260800,56.43,86,0,9.19,1505239200,1505660400,53.640750000000004,94.95,35.2,8.0285
631,branford,us,"{'lon': -72.815102, 'lat': 41.279541}",5283054,41.28,-72.82,1505229720,72.34,64,1,5.82,1505325600,79.15,50,0,3.2,1505239200,1505660400,70.00025000000001,81.35,33.1,3.418
632,joshimath,in,"{'lon': 79.566673, 'lat': 30.566669}",1268814,30.57,79.57,1505231843,31.57,90,8,0.87,1505293200,39.35,77,0,0.25,1505239200,1505660400,33.931,87.075,12.8,0.47375
633,silvan,tr,"{'lon': 41.00806, 'lat': 38.141941}",300796,38.14,41.01,1505229600,93.2,13,0,1.12,1505304000,93.31,14,0,3.49,1505239200,1505660400,73.72575,38.05,4.7,3.3612500000000005
634,sarmanovo,ru,"{'lon': 52.589069, 'lat': 55.25528}",498537,55.26,52.59,1505228400,62.6,82,40,11.18,1505304000,70.54,86,24,7.74,1505239200,1505660400,59.5945,85.3,19.1,9.4685
635,bosaso,so,"{'lon': 49.1878994, 'lat': 11.2755407}",0,11.28,49.19,1505231844,86.92,100,0,4.34,1505293200,88.31,95,12,8.75,1505239200,1505660400,85.3705,99.425,12.4,4.998749999999999
636,klyuchi,ru,"{'lon': 79.166672, 'lat': 52.26667}",1503153,52.27,79.17,1505231845,50.02,100,92,8.43,1505293200,51.05,71,88,9.42,1505239200,1505660400,56.003499999999995,66.875,31.1,10.32225
638,bambanglipuro,id,"{'lon': 110.283333, 'lat': -7.95}",1650434,-7.95,110.28,1505231845,69.1,88,12,3.56,1505282400,87.4,52,12,7.65,1505239200,1505660400,77.11525,76.85,35.4,5.67375
639,asau,tv,"{'lon': 178.6807179, 'lat': -7.488197}",0,-7.49,178.68,1505231846,84.31,100,88,14.58,1505293200,83.99,100,32,19.26,1505239200,1505660400,82.423,100.0,56.7,15.902000000000001
640,pakwach,ug,"{'lon': 31.4941738, 'lat': 2.4607141}",0,2.46,31.49,1505231846,76.66,80,32,4.79,1505304000,79.27,88,36,4.16,1505239200,1505660400,70.5765,90.525,42.0,3.35325
641,yerbogachen,ru,"{'lon': 108.010834, 'lat': 61.276669}",2012956,61.28,108.01,1505231799,42.55,57,12,7.58,1505293200,54.92,60,0,6.51,1505239200,1505660400,43.3135,83.225,62.2,5.88425
642,pavlivka,ua,"{'lon': 33.77359, 'lat': 44.450031}",7021056,44.45,33.77,1505231847,78.46,82,0,4.85,1505293200,75.08,89,0,8.75,1505239200,1505660400,72.41275,90.9,0.0,4.89175
644,krasnovishersk,ru,"{'lon': 57.081989, 'lat': 60.407829}",542184,60.41,57.08,1505231848,39.85,81,12,4.23,1505325600,49.54,95,92,13.15,1505239200,1505660400,51.71475,92.1,76.8,11.2915
645,zhezkazgan,kz,"{'lon': 67.7020019, 'lat': 47.79636559999999}",0,47.8,67.7,1505231848,47.59,45,44,8.14,1505293200,57.17,56,92,15.46,1505239200,1505660400,59.88225,62.55,20.8,4.8782499999999995
646,suihua,cn,"{'lon': 126.996941, 'lat': 46.64056}",2034655,46.64,127.0,1505231849,42.1,88,0,2.89,1505282400,58.5,80,68,9.44,1505239200,1505660400,53.62049999999999,87.625,18.8,5.328
647,adrar,dz,"{'lon': -0.29388000000000003, 'lat': 27.87429}",2508813,27.87,-0.29,1505228400,109.4,16,36,5.86,1505304000,109.6,14,0,14.0,1505239200,1505660400,92.45,14.85,1.5,8.2745
648,lolua,tv,,0,-21.65,-41.75,1505228400,78.8,57,40,24.16,1505239200,89.26,38,0,7.87,1505239200,1505660400,72.46675,65.55,1.4,6.356
649,arklow,ie,"{'lon': -6.14139, 'lat': 52.79306}",2966883,52.79,-6.14,1505228400,53.6,81,75,10.29,1505250000,59.51,100,48,26.64,1505239200,1505660400,55.133500000000005,99.975,40.6,21.258000000000003
650,grenaa,dk,"{'lon': 10.87825, 'lat': 56.415779}",2621230,56.42,10.88,1505229600,62.6,67,44,10.29,1505239200,59.45,98,56,19.17,1505239200,1505660400,56.57375,99.225,69.2,12.936250000000001
651,hereford,us,"{'lon': -102.397697, 'lat': 34.81506}",5523074,34.82,-102.4,1505229300,71.6,56,1,4.85,1505250000,88.61,45,0,3.94,1505239200,1505660400,76.23425,47.425,31.7,10.369
652,warken,lu,"{'lon': 6.095, 'lat': 49.854439}",2960008,49.85,6.09,1505229600,54.68,76,40,16.11,1505304000,58.66,85,80,23.29,1505239200,1505660400,50.34125,94.525,71.4,10.783750000000001
653,khlevnoye,ru,"{'lon': 39.093159, 'lat': 52.195122}",550102,52.2,39.09,1505228400,73.4,60,0,4.47,1505304000,85.48,40,0,21.16,1505239200,1505660400,69.95425,54.225,8.5,10.870000000000001
654,guantanamo,cu,"{'lon': -75.209167, 'lat': 20.14444}",3557689,20.14,-75.21,1505228160,81.01,89,75,4.7,1505239200,86.25,90,36,2.17,1505239200,1505660400,76.53,91.375,42.0,2.2269999999999994
655,waingapu,id,"{'lon': 120.264099, 'lat': -9.6567}",1622318,-9.66,120.26,1505231907,74.68,83,24,3.0,1505282400,89.2,49,0,8.66,1505239200,1505660400,78.75325000000001,68.475,3.9,9.254
656,palu,id,"{'lon': 119.870697, 'lat': -0.8917}",1633034,-0.89,119.87,1505231908,78.46,100,36,2.28,1505271600,82.71,87,56,2.37,1505239200,1505660400,80.90174999999999,89.225,48.8,2.347
657,anchorage,us,"{'lon': -149.900284, 'lat': 61.21806}",5879400,61.22,-149.9,1505228160,43.99,100,1,4.12,1505260800,55.62,78,76,5.28,1505239200,1505660400,51.557249999999996,90.1,84.5,8.217
659,road town,vg,"{'lon': -64.616669, 'lat': 18.41667}",3577430,18.42,-64.62,1505227980,87.8,74,20,13.87,1505239200,87.51,99,36,10.56,1505239200,1505660400,82.862,99.775,62.8,11.983
660,sola,vu,"{'lon': 167.550003, 'lat': -13.88333}",2134814,-13.88,167.55,1505231910,79.9,97,68,15.37,1505271600,82.26,89,32,15.79,1505239200,1505660400,80.7805,94.1,69.9,16.99425
661,manggar,id,"{'lon': 108.26667, 'lat': -2.88333}",1636426,-2.88,108.27,1505231910,78.37,90,24,7.14,1505282400,88.11,68,20,11.01,1505239200,1505660400,82.119,83.15,42.5,10.2185
662,sol-iletsk,ru,"{'lon': 54.99176, 'lat': 51.163101}",491019,51.16,54.99,1505231911,65.05,47,8,13.35,1505304000,73.6,59,0,8.52,1505239200,1505660400,63.462,67.525,8.7,7.02425
663,grand-santi,gf,"{'lon': -54.383331, 'lat': 4.25}",3381538,4.25,-54.38,1505231763,89.44,57,64,4.07,1505239200,97.05,40,0,2.95,1505239200,1505660400,81.516,77.65,21.9,3.6387500000000004
664,ellisras,za,"{'lon': 27.744261, 'lat': -23.6649}",1005768,-23.66,27.74,1505231912,89.53,9,0,16.98,1505304000,92.05,11,0,5.17,1505239200,1505660400,73.06300000000002,29.325,0.0,8.35375
665,camopi,gf,"{'lon': -52.31575, 'lat': 3.16548}",3382226,3.17,-52.32,1505231912,90.07,54,20,3.4,1505239200,95.25,42,36,4.18,1505239200,1505660400,82.59400000000001,71.5,30.3,3.6129999999999995
666,mayahi,ne,"{'lon': 7.67122, 'lat': 13.95532}",2441194,13.96,7.67,1505231913,97.36,45,44,7.65,1505314800,100.44,37,0,5.06,1505239200,1505660400,85.1925,62.05,16.6,9.44325
